"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_332218610947789,https://www.facebook.com/jowradio/posts/332218610947789,"اسمعوا الأبراج مع كمال عبدات  😂
أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم : 0770149543",Video,,,"10/21/2019 01:00:01 PM"," ",56425,56425,0,69370,69370,0,3549,3113,3773,10,10,38269,31621,0,0,1935,1297,1325,0,0,18102,19425,0,0,19250,198719,12,575,22,,13,584,23,,1264,2267,,,1295,2477,,,5,5,,,5,5,,
110764313093221_332731327563184,https://www.facebook.com/jowradio/posts/332731327563184,"نور الدين سعدي: &quot;عشيو كي كان لاعب عندي، كنت نقوللهم بلي راح يرجع مدرب كبير&quot; 
اسمعونا على : www.jow.radio",Video,,,"10/21/2019 10:00:01 AM"," ",19914,19914,0,25097,25097,0,912,747,854,4,4,14410,11536,0,0,575,664,664,0,0,6076,6297,0,0,10496,101759,1,195,12,,1,213,13,,359,436,11,,370,473,11,,2,2,,,2,2,,
110764313093221_332693724233611,https://www.facebook.com/jowradio/posts/332693724233611,"و نتوما في رايكم واشنو هو الجيل اللي فيه أحسن لاعبين ؟ ⚽
اسمعونا على : www.jow.radio",Video,,,"10/21/2019 08:30:00 AM"," ",41048,41048,0,50791,50791,0,2681,2474,3444,7,8,30283,24180,0,0,1751,1380,1400,0,0,11534,11935,0,0,10443,106346,5,302,113,,5,309,149,,831,2127,25,,891,2528,25,,5,3,,,4,3,,
110764313093221_332679497568367,https://www.facebook.com/jowradio/posts/332679497568367,"منانوك كيما عمركم ما شفتوه ....
يبكي , يضحك , يتوحش و يقول كلش !",Video,,,"10/21/2019 07:43:53 AM"," ",4109686,4109686,0,6549441,6549441,0,620421,560778,862511,1691,1704,334161,186799,0,0,52777,290960,295521,0,0,1855857,2195918,0,0,41943,254485,3948,82030,5643,,4145,89069,6892,,283200,433867,,,323062,539418,,,770,931,3,2,773,910,3,2
110764313093221_332675314235452,https://www.facebook.com/jowradio/posts/332675314235452,"واشنو هي الديڨا اللي درتوها ونتوما متأخرين ؟ 🤣😂 
اسمعونا على : www.jow.radio",Video,,,"10/21/2019 07:34:55 AM"," ",14847,14847,0,18043,18043,0,1264,1157,1441,2,2,10475,8463,0,0,775,1666,1681,0,0,5913,6103,0,0,7846,19029,3,136,14,,3,138,16,,584,717,20,,611,810,20,,2,,,,2,,,
110764313093221_332605914242392,https://www.facebook.com/jowradio/posts/332605914242392,"هل صح ماكاش مستوى في البطولة الوطنية ؟ 🤔⚽
اسمعونا على : www.jow.radio",Video,,,"10/21/2019 05:25:39 AM"," ",14192,14192,0,17357,17357,0,628,540,623,4,4,9915,8242,0,0,386,192,192,0,0,3595,3750,0,0,6009,89771,,96,7,,,99,8,,301,281,4,,307,312,4,,3,1,,,3,1,,
110764313093221_332501094252874,https://www.facebook.com/jowradio/posts/332501094252874,"سيدني نيويورك
تعتبر أطول رحلة في تاريخ الطيران 19 ساعة و 16 دقيقة دون توقف 🛫",Video,,,"10/21/2019 04:00:01 AM"," ",60181,60181,0,72127,72127,0,3642,2967,3711,4,4,40561,33452,0,0,2141,754,758,0,0,23366,23543,0,0,18043,205269,9,837,29,,11,837,32,,1164,2267,,,1206,2505,,,2,2,,,2,2,,
110764313093221_332200650949585,https://www.facebook.com/jowradio/posts/332200650949585,"اسمعوا الحكاية تاع واحد كره من البلاد أو حرق زوج مرات  😔
أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم : 0770149543",Video,,,"10/20/2019 02:57:39 PM"," ",70993,70993,0,85095,85095,0,4626,4090,5585,14,14,50386,40060,0,0,2875,849,854,0,0,25098,26386,0,0,20916,326143,6,679,18,,6,700,22,,1550,3555,,,1611,3973,,,7,7,,,7,7,,
110764313093221_332165517619765,https://www.facebook.com/jowradio/posts/332165517619765,"اسمعوا الحكاية تاع وحدة حبت تتزوج مع و ليد عمها 🤓
أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم: 0770149543",Video,,,"10/20/2019 01:46:56 PM"," ",90881,90881,0,110062,110062,0,8894,8417,11700,23,23,55806,45185,0,0,4664,1468,1479,0,0,32954,34831,0,0,25165,282154,6,896,70,,8,922,89,,3941,6533,,,4193,7507,,,11,12,,,11,12,,
110764313093221_330841031085547,https://www.facebook.com/jowradio/posts/330841031085547,"في رقم خاص بصانعي المحتوى في الأنستاغرام، مايا رجيل  تجيب على أسئلة عبدو 🔥
اسمعونا على www.jow.radio",Video,,,"10/19/2019 07:00:04 AM"," ",35145,35145,0,42637,42637,0,2871,2577,3514,9,9,21584,17537,0,0,1442,2357,2384,0,0,11247,12582,0,0,21406,128042,1,372,35,,1,375,39,,1026,2115,20,,1078,2416,20,,4,5,,,4,5,,
110764313093221_330838851085765,https://www.facebook.com/jowradio/posts/330838851085765,"مايا رجيل، ستانلي، إيناس نايلي، راشا أو عبدو حول قصة الإنتقادات 🔥
اسمعونا على www.jow.radio
@abdourha_team
@mettacha
@inesnayli
@stanleyytalks
@maya_redjil
@neato_didinex",Video,,,"10/19/2019 06:00:03 AM"," ",82789,82789,0,97098,97098,0,5659,5274,7398,20,20,56412,46199,0,0,3045,1330,1347,0,0,29513,31135,0,0,38333,818197,10,689,107,,10,709,125,,1820,3920,59,,2001,5339,58,,12,8,,,12,8,,
110764313093221_330689734434010,https://www.facebook.com/jowradio/posts/330689734434010,"أغنية &quot;الزينة&quot; كما لم تسمعوها من قبل! ❤",Video,,,"10/18/2019 02:00:01 PM"," ",172286,172286,0,217867,217867,0,21445,18159,24282,37,39,84009,66253,0,0,8135,3532,3674,0,0,66492,74356,0,0,26585,217877,83,4775,96,,85,4934,123,,9514,13218,38,,9965,14289,39,,21,17,,1,21,17,,1
110764313093221_330092397827077,https://www.facebook.com/jowradio/posts/330092397827077,"أمين بابيلون يعود  للحديث عن  أدائه في مسلسل ولاد ل حلال 😮😮 
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/18/2019 02:00:01 AM"," ",43651,43651,0,53107,53107,0,3515,3054,3714,9,9,24617,20403,0,0,1666,2764,2764,0,0,15887,16615,0,0,21310,131391,2,639,17,,2,652,21,,1599,1910,15,,1624,2076,15,,4,5,,,4,5,,
110764313093221_330026761166974,https://www.facebook.com/jowradio/posts/330026761166974,"أمين بابيلون حول نجاح أغنية &quot; لحظة الوداع &quot; 😂😂😂
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/17/2019 02:00:02 PM"," ",26227,26227,0,31828,31828,0,2124,1890,2388,4,4,17986,14395,0,0,1102,815,815,0,0,8620,8742,0,0,16269,133397,1,320,5,,1,320,5,,1182,1034,16,,1242,1130,16,,2,2,,,2,2,,
110764313093221_329987394504244,https://www.facebook.com/jowradio/posts/329987394504244,"موريس بابون مهندس مجزرة 17 أكتوبر 1961  الذي تمت محاكمته  على جرائمه ضد اليهود ولم يحاكم لجرائمه ضد الجزائريين ... شاهد الفيديو",Video,,,"10/17/2019 12:08:42 PM"," ",20419,20419,0,24251,24251,0,809,613,775,1,1,12626,10422,0,0,404,411,422,0,0,4880,5102,0,0,12060,154559,42,209,15,,44,214,17,,262,436,,,272,503,,,,1,,,,1,,
110764313093221_329921361177514,https://www.facebook.com/jowradio/posts/329921361177514,"خديجة دارنا شو تتأثر عند سماع أغنية صديقها المسجون
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من:16  سا 18 سا #serkala",Video,,,"10/17/2019 12:00:00 PM"," ",348685,348685,0,476785,476053,0,54180,50840,73572,90,90,137007,91681,0,0,15559,16734,17770,0,0,151766,174008,0,0,39915,294633,155,6107,265,,156,6300,335,,24922,37895,242,,27282,45986,268,,36,54,,,36,55,,
110764313093221_329783541191296,https://www.facebook.com/jowradio/posts/329783541191296,"هل كنت تعلم أن سرطان الثدي يصيب أيضا الرجال؟  ...شاهد هذا الفيديو لتعرف أكثر  عن الموضوع ...",Video,,,"10/17/2019 10:00:02 AM"," ",18029,18029,0,21837,21837,0,803,664,825,5,6,11784,9748,0,0,420,688,688,0,0,4120,4186,0,0,6706,53354,15,151,6,,16,160,6,,362,433,,,369,456,,,2,4,,,2,4,,
110764313093221_329883674514616,https://www.facebook.com/jowradio/posts/329883674514616,"خديجة دارنا شو تكشف على المشكل ديالها مع مريومة
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من: 16 سا- 18 سا #serkala",Video,,,"10/17/2019 08:28:38 AM"," ",143684,143684,0,177676,177676,0,15221,13834,17717,36,36,65505,49635,0,0,5653,8885,9029,0,0,59318,64274,0,0,33765,191551,5,1801,37,,5,1833,44,,8245,7667,64,,8580,9071,64,,15,21,,,15,21,,
110764313093221_329816837854633,https://www.facebook.com/jowradio/posts/329816837854633,"واش رايكم في أداء محمد روان في حصة جو راديو ؟ 🔥🎤😍
اسمعونا على : www.jow.radio",Video,,,"10/17/2019 07:30:01 AM"," ",17921,17921,0,21286,21286,0,738,624,765,4,4,12649,10459,0,0,423,33,34,0,0,4307,4557,0,0,7354,288873,2,156,20,,2,161,22,,302,386,3,,310,452,3,,3,1,,,3,1,,
110764313093221_329812101188440,https://www.facebook.com/jowradio/posts/329812101188440,"أداء رائع من محمد روان في واش L'ARTISTE 😍😍😍
اسمعونا على : www.jow.radio",Video,,,"10/17/2019 06:30:00 AM"," ",17160,17160,0,19963,19963,0,589,490,614,4,4,11961,9917,0,0,349,24,26,0,0,3054,3185,0,0,6625,350782,3,112,2,,3,113,2,,207,346,7,,215,392,7,,1,3,,,1,3,,
110764313093221_329800077856309,https://www.facebook.com/jowradio/posts/329800077856309,"اسمعوا مقطع الفنان محمد روان اللي جاز البارح في حصة واش L'ARTISTE مع رياض أبركان 😍🔥
اسمعونا على : www.jow.radio",Video,,,"10/17/2019 05:45:12 AM"," ",48600,48600,0,59112,59112,0,2531,2222,2837,9,9,31761,26888,0,0,1305,114,120,0,0,12410,13238,0,0,11794,360597,29,490,31,,31,503,47,,872,1628,20,,892,1924,20,,6,3,,,6,3,,
110764313093221_329208857915431,https://www.facebook.com/jowradio/posts/329208857915431,"إنجاز 13 وحدة لتصنيع أعضاء المعاقين الاصطناعية 😍😯
لخبر مع مينة فوست ، يجيكم من الأحد إلى الخميس : 16h à 18h
#Serkala",Video,,,"10/16/2019 07:00:00 PM"," ",13959,13959,0,16230,16230,0,391,310,364,4,4,9905,8235,0,0,260,42,44,0,0,4148,4148,0,0,6918,250922,,88,2,,,89,2,,142,199,,,144,220,,,3,1,,,3,1,,
110764313093221_329425114560472,https://www.facebook.com/jowradio/posts/329425114560472,"رمزي زنقا يكشف كواليس قضية &quot; الإعتداء &quot; اللفظي اللي تعرضلو اللاعب هشام بوداوي   😱🔥🇩🇿

اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/16/2019 05:30:00 PM"," ",774242,774242,0,1098870,1098888,0,104270,96135,120714,196,195,200559,123399,0,0,21824,32425,32425,0,0,361774,417004,0,0,50881,369834,227,11902,2484,,259,12520,2876,,38857,66765,390,,43275,77047,392,,86,109,,,84,110,,
110764313093221_329436621225988,https://www.facebook.com/jowradio/posts/329436621225988,"تبعوا أخبار الواب المتميزة مع نذير كشوت 😂😂😂
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا #LDTH",Video,,,"10/16/2019 04:45:00 PM"," ",13732,13732,0,16406,16406,0,964,861,1130,2,2,9428,7633,0,0,569,488,501,0,0,3211,3490,0,0,12286,128554,3,136,13,,3,139,24,,518,506,5,,545,580,5,,,2,,,,2,,
110764313093221_329317701237880,https://www.facebook.com/jowradio/posts/329317701237880,"موريس بابون مهندس مجزرة 17 أكتوبر 1961  الذي تمت محاكمته  على جرائمه ضد اليهود ولم يحاكم لجرائمه ضد الجزائريين ... شاهد الفيديو

اسمعونا على : www.jow.radio 

ومتنساوش تابعونا أيضا على jow podcast  على ساوندكلاود :
https://soundcloud.com/jowpodcast",Video,,,"10/16/2019 01:17:48 PM"," ",60909,60909,0,75468,75468,0,3058,2196,2728,5,5,33814,26943,0,0,1314,1713,1713,0,0,16945,18378,0,0,14762,154559,215,934,53,,245,985,57,,1003,1531,13,,1053,1655,20,,2,3,,,2,3,,
110764313093221_329188834584100,https://www.facebook.com/jowradio/posts/329188834584100,"القصة الكاملة لقرصنة حساب رانية بن عيشوش 😱😱😱
اسمعونا على : www.jow.radio
كل يوم جمعة : 21h à 23h #InstaJow",Video,,,"10/16/2019 11:00:01 AM"," ",14479,14479,0,17524,17524,0,873,800,1056,5,5,10667,8542,0,0,535,353,355,0,0,4645,4841,0,0,18263,156949,,110,16,,,110,18,,398,534,3,,419,634,3,,2,3,,,2,3,,
110764313093221_329215201248130,https://www.facebook.com/jowradio/posts/329215201248130,"ضيفنا اليوم في حصة واش L'ARTISTE هو الفنان محمد روان. كونو في الموعد 😍😍 21h-23h 
اسمعونا على: www.jow.radio",Photo,,,"10/16/2019 10:40:51 AM"," ",9866,9866,0,12358,12358,0,169,119,143,3,3,7951,6457,0,0,126,0,0,0,0,0,0,0,0,0,0,,49,5,,,50,7,,,83,8,33,,102,8,33,2,1,,,2,1,,
110764313093221_329210347915282,https://www.facebook.com/jowradio/posts/329210347915282,"شكون تحبو كثر ؟ 😍 اسمعوا موسيقى ڨناوي على جو من الثمنية للتسعة تع الليل😁
اسمعونا على: www.jow.radio",Photo,,,"10/16/2019 10:34:25 AM"," ",23006,23006,0,28013,28013,0,704,584,654,2,2,17710,14306,0,0,489,0,0,0,0,0,0,0,0,0,0,,163,90,,,163,103,,,384,86,154,,416,87,151,1,1,,,1,1,,
110764313093221_329185727917744,https://www.facebook.com/jowradio/posts/329185727917744,"شاهدوا إيناس نايلي، نعناعة، فالكاو، نسيم الباي أو حراشي  في تحدي التقليد 🤣😂
اسمعونا على : www.jow.radio
كل يوم جمعة : 21h à 23h #InstaJow",Video,,,"10/16/2019 10:30:00 AM"," ",287170,287170,0,380456,380468,0,35925,33548,45604,111,116,119812,83481,0,0,11837,7616,7898,0,0,131112,152154,0,0,67974,796521,80,4046,365,,89,4183,450,,14142,23424,174,,15107,30317,181,,49,67,,,48,64,,
110764313093221_329101724592811,https://www.facebook.com/jowradio/posts/329101724592811,"ما تراطيوش موسيقى 100% ڨلال مع من 15 سا ـ 16 سا 😍
اسمعونا على : www.jow.radio",Photo,,,"10/16/2019 07:17:03 AM"," ",31523,31523,0,39167,39167,0,1691,1105,1344,3,3,16588,13649,0,0,609,0,0,0,0,0,0,0,0,0,0,13,697,27,,13,731,30,,,568,420,280,,629,435,280,1,2,,,1,2,,
110764313093221_329085767927740,https://www.facebook.com/jowradio/posts/329085767927740,"في دقيقة ابعثولنا تسجيل صوتي تحكو فيه حكاياتكم و أسراركم الأكثر جنونا! ابعثولنا على الواتساب: 0770147543

ملاحظة: ما يهمش نعرفو شكون نتوما، المهم نعرفو حكاياتكم!

#سرك_في_جو",Photo,,,"10/16/2019 06:43:31 AM"," ",18524,18524,0,24038,24038,0,687,560,578,6,6,15014,11512,0,0,448,0,0,0,0,0,0,0,0,0,0,1,161,26,,1,163,30,,,433,,128,,451,,127,2,4,,,2,4,,
110764313093221_329003951269255,https://www.facebook.com/jowradio/posts/329003951269255,"سهرة هذا الخميس في Sawt Challenge راح تكون مع الفنان القبائلي علي عمران .. كونوا في الموعد",SharedVideo,,,"10/16/2019 03:54:40 AM"," ",11041,11041,0,13893,13893,0,401,361,394,2,2,9331,7661,0,0,284,0,0,0,0,2003,2046,0,0,0,81151,,55,5,,,57,7,,,360,2,,,392,2,,,2,,,,2,,
110764313093221_328704651299185,https://www.facebook.com/jowradio/posts/328704651299185,"أمين جمال &quot; بابيلون &quot; راهو معانا في حصتكم LDTH
مزلنا معاكم حتى l'00:00 🤩
أسمعونا : www.jow.radio",Video,,,"10/15/2019 02:51:30 PM"," ",28952,28952,0,34800,34800,0,1742,1560,2149,6,7,14929,12040,0,0,858,1114,1139,0,0,8919,9220,0,0,8865,50068,2,238,11,,2,238,12,,687,1242,42,,704,1403,42,,6,1,,,5,1,,
110764313093221_328659244637059,https://www.facebook.com/jowradio/posts/328659244637059,"أمين بابيلون هكذا شوية على جو راديو! ❤
اسمعونا على: www.jow.radio",Photo,,,"10/15/2019 12:52:00 PM"," ",10934,10934,0,14244,14244,0,246,170,209,5,5,9169,7302,0,0,186,0,0,0,0,0,0,0,0,0,0,,81,2,,,82,3,,,98,25,54,,130,26,53,4,1,,,4,1,,
110764313093221_328633184639665,https://www.facebook.com/jowradio/posts/328633184639665,"شاهد.. لاعبة كرة قدم سقط حجابها والكرة بحوزتها ..شاهد كيف كان رد فعل لاعبات الفريق المنافس 👏👏",Video,,,"10/15/2019 11:45:39 AM"," ",104741,104741,0,125183,125183,0,8646,7749,10552,6,6,34245,27782,0,0,2851,6286,6286,0,0,27435,28760,0,0,9663,41492,83,1311,95,,94,1333,113,,2591,7161,,,2734,7817,,,3,3,,,3,3,,
110764313093221_328557837980533,https://www.facebook.com/jowradio/posts/328557837980533,"ضيف لي ديبلومي : أمين بابيلون, واشنو هي الغنية تاعو اللي تحبوها بالاك يغنيها اليوم في الحصة 😍🔥
اسمعونا على : www.jow.radio
كل الثلاثاء: 20 سا ـ 21 سا #LDTH",Photo,,,"10/15/2019 08:51:52 AM"," ",19034,19034,0,23965,23965,0,676,525,570,5,5,15679,12525,0,0,504,0,0,0,0,0,0,0,0,0,0,,176,44,,,176,45,,,420,36,83,,450,36,84,4,1,,,4,1,,
110764313093221_328549874647996,https://www.facebook.com/jowradio/posts/328549874647996,"بعد فوز مرشح الشعب في تونس ... أسمعوا رسالة صلاح الدين
اسمعونا على : www.jow.radio",Video,,,"10/15/2019 08:35:55 AM"," ",13256,13256,0,16441,16442,0,502,419,492,2,2,10278,8227,0,0,312,53,53,0,0,3696,3833,0,0,7420,238079,2,95,3,,2,100,3,,219,237,5,,221,266,5,,1,1,,,1,1,,
110764313093221_328496437986673,https://www.facebook.com/jowradio/posts/328496437986673,"نصائح عبدو للأشخاص اللي عندهم PC قديييييم 🧠😃
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من : 07 سا ـ 10 سا #JowEssabah",Video,,,"10/15/2019 07:00:01 AM"," ",38920,38920,0,47367,47367,0,1684,1520,1959,7,7,30450,25300,0,0,1178,164,166,0,0,12453,12707,0,0,16585,481791,7,235,14,,7,240,15,,675,1102,22,,702,1235,22,,5,2,,,5,2,,
110764313093221_328465581323092,https://www.facebook.com/jowradio/posts/328465581323092,"هذا هو سبب قطع الأنترنيت عن “إف إس غلوبال” للتأشيرة 😱😱
اسمعونا على : www.jow.radio",Video,,,"10/15/2019 05:40:43 AM"," ",18803,18803,0,23180,23180,0,1078,951,1228,1,1,14006,11319,0,0,657,368,369,0,0,5984,6064,0,0,13792,134357,10,160,4,,10,160,6,,495,603,12,,522,694,12,,,1,,,,1,,
110764313093221_328413817994935,https://www.facebook.com/jowradio/posts/328413817994935,"هل الإنتخابات التونسية مثال أم لا ؟
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من : 07 سا ـ 10 سا #JowEssabah",Video,,,"10/15/2019 03:39:42 AM"," ",16379,16379,0,19508,19508,0,615,513,639,3,3,12256,10228,0,0,360,87,89,0,0,4217,4217,0,0,9438,336959,4,148,14,,4,157,19,,239,314,9,,245,385,9,,1,2,,,1,2,,
110764313093221_328340858002231,https://www.facebook.com/jowradio/posts/328340858002231,"لاعبو تركيا يرفعون التحية العسكرية بعد تعديل النتيجة أمام المنتخب الفرنسي .",Photo,,,"10/15/2019 12:17:42 AM"," ",39842,39842,0,51099,51099,0,2745,1938,2171,4,4,32195,25329,0,0,1820,0,0,0,0,0,0,0,0,0,0,7,921,78,,7,935,101,,,1693,,338,,1828,,343,1,3,,,1,3,,
110764313093221_328134568022860,https://www.facebook.com/jowradio/posts/328134568022860,"أسمعوا السر الغريب تاع هاذ المستمعة  🤣😂😱

أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم : 0770149543 
&quot;سرك في جو&quot; كل يوم جمعة من الحداش للوحدة تاع صباح.",Video,,,"10/14/2019 02:30:00 PM"," ",110679,110679,0,134455,134455,0,11589,10528,14363,42,43,38682,29824,0,0,3666,7385,7412,0,0,45539,49160,0,0,24179,122155,40,1516,96,,40,1549,117,,4837,8133,,,5061,9301,,,12,31,,,12,31,,
110764313093221_327882741381376,https://www.facebook.com/jowradio/posts/327882741381376,"عايدة عبابسة : &quot; كي رجعت للجزائر، ما عطاوليش الفرصة نبيّن إمكانياتي &quot;
اسمعونا على : www.jow.radio
كل السبت من:21 سا ـ 23 سا",Video,,,"10/14/2019 12:00:01 PM"," ",80299,80299,0,95727,95727,0,5695,5218,6627,18,18,48142,38804,0,0,2745,739,739,0,0,34066,36347,0,0,38120,793343,12,700,36,,12,700,38,,1930,4046,57,,1960,4612,56,,8,10,,,8,10,,
110764313093221_328043858031931,https://www.facebook.com/jowradio/posts/328043858031931,"نصائح غرامية من نوع خاص مع يونس كمال عبدات أو نسيم حدوش 🤐

أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم : 0770149543 
&quot;سرك في جو&quot; كل يوم جمعة من الحداش للوحدة تاع صباح.",Video,,,"10/14/2019 11:30:00 AM"," ",128548,128548,0,159430,159430,0,12381,11656,15531,42,42,64894,49739,0,0,5498,3815,3882,0,0,48653,53673,0,0,32294,297387,26,1307,106,,29,1349,143,,4551,8959,7,,4972,10552,7,,17,25,,,17,25,,
110764313093221_328038204699163,https://www.facebook.com/jowradio/posts/328038204699163,"نسيم حدوش ضرب عامين باش جاب رخصة السياقة ...  أو نتوما واش هو سركم  ؟

أبعثوا أسراركم في تسجيل صوتي على الواتساب تاع #سرك_في_جو علي الرقم : 0770149543 
&quot;سرك في جو&quot; كل يوم جمعة من الحداش للوحدة تاع صباح.",Video,,,"10/14/2019 10:30:01 AM"," ",28560,28560,0,34819,34819,0,2587,2344,3250,5,6,18402,14774,0,0,1299,2556,2581,0,0,8917,9440,0,0,16823,82602,2,293,15,,2,307,15,,1066,1907,3,,1091,2156,3,,,6,,,,5,,
110764313093221_327971138039203,https://www.facebook.com/jowradio/posts/327971138039203,"نور الدين سعدي: &quot; اللي ما يلعب و ما يدير التدريبات تاعو راهو يضع إتحاد العاصمة في خطر &quot;
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا #BallON",Video,,,"10/14/2019 10:00:00 AM"," ",15753,15753,0,19052,19052,0,656,535,693,1,1,11775,9301,0,0,439,237,240,0,0,3815,3935,0,0,7861,100309,3,150,4,,3,157,4,,173,459,8,,172,513,8,,,1,,,,1,,
110764313093221_327979558038361,https://www.facebook.com/jowradio/posts/327979558038361,"ليليا بويحياوي تعود على القضية اللي تعرض لها هشام بوداوي 😯⚽
اسمعونا على : www.jow.radio
كل الأحد: 21 سا ـ 23 سا #BallON",Video,,,"10/14/2019 09:00:01 AM"," ",25819,25819,0,32146,32146,0,1803,1608,2191,3,3,18990,15034,0,0,1119,298,303,0,0,8048,8158,0,0,11576,144917,5,247,27,,5,259,32,,754,1245,11,,757,1423,11,,,3,,,,3,,
110764313093221_327996644703319,https://www.facebook.com/jowradio/posts/327996644703319,"ما هي توقعاتك لمباراة الجزائر  🇩🇿 ضد كولومبيا 🇨🇴
 ؟",,,,"10/14/2019 08:42:56 AM"," ",24248,24248,0,36176,36176,0,5799,647,702,1,1,22287,14955,0,0,3982,0,0,0,0,0,0,0,0,0,0,2,180,69,5247,2,180,77,5525,,646,2,,,700,2,,,1,,,,1,,
110764313093221_327903384712645,https://www.facebook.com/jowradio/posts/327903384712645,"شاهد علاش هاذا الشاب تصور مع جدته و هي ميتة 😱😱
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من : 07 سا ـ 10 سا #JowEssabah",Video,,,"10/14/2019 06:00:01 AM"," ",15247,15247,0,18727,18727,0,702,611,838,4,5,11844,9601,0,0,483,329,333,0,0,4120,4336,0,0,15649,165759,4,112,4,,4,113,4,,227,513,6,,236,596,6,,1,4,,,1,3,,
110764313093221_327895124713471,https://www.facebook.com/jowradio/posts/327895124713471,"في ميزكم علاش نسبة  المطالعة منخفضة  عند الجزايريين .  ؟ 🧠📖📰
اسمعونا على : www.jow.radio
من الأحد إلى الخميس من : 07 سا ـ 10 سا #JowEssabah",Video,,,"10/14/2019 05:09:57 AM"," ",32831,32831,0,39153,39153,0,1626,1420,1782,4,4,24059,19650,0,0,1003,188,189,0,0,9034,9034,0,0,11529,333866,4,247,32,,4,253,37,,786,819,15,,777,990,15,,3,1,,,3,1,,
110764313093221_327311851438465,https://www.facebook.com/jowradio/posts/327311851438465,"صورة نشرها قديورة على حسابه في الفايسبوك ⚽️🇩🇿😃",Photo,,,"10/13/2019 04:37:49 AM"," ",43739,43739,0,55201,55201,0,3099,1716,1857,2,2,35316,28721,0,0,2110,0,0,0,0,0,0,0,0,0,0,11,1490,46,,11,1490,54,,,816,,1003,,864,,993,1,1,,,1,1,,
110764313093221_326891661480484,https://www.facebook.com/jowradio/posts/326891661480484,"منانوك رفقة نجوم المنتخب الوطني  عطال بن سبعيني وبونجاح",Video,,,"10/12/2019 10:35:00 AM"," ",123070,123070,0,163175,163175,0,23024,19219,27831,12,13,52772,40439,0,0,8755,21401,22333,0,0,56802,60016,0,0,17294,45631,108,5556,139,,116,5556,159,,11021,14129,,,11801,16031,,,6,7,,,6,6,,
