"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
110764313093221_395913637911619,https://www.facebook.com/jowradio/posts/395913637911619,"تصفيات مونديال 2022:
 الجزائر في المجموعة الأولى رفقة النيجر – جيبوتي – بوركينا فاسو",Status,,,"01/21/2020 09:43:49 AM"," ",40214,40214,0,41870,41870,0,1256,870,937,4,4,26221,25468,0,0,925,0,0,0,0,0,0,0,0,0,0,1,438,34,,1,440,37,,,869,,3,,934,,3,2,2,,,2,2,,
110764313093221_395825444587105,https://www.facebook.com/jowradio/posts/395825444587105,"ملك اللوبيا  🍲😋 بالجزائر العاصمة المطعم الذي يجمع الغني و الفقير .

www.jow.news",Video,,,"01/21/2020 06:18:25 AM"," ",481474,481474,0,500859,500859,0,32743,24691,31150,20,22,109307,107491,0,0,7634,15838,16008,0,0,168550,176439,0,0,20032,196565,730,10554,906,,765,10971,1206,,4374,22368,63,,4771,26309,62,,11,11,,,11,10,,
110764313093221_395822877920695,https://www.facebook.com/jowradio/posts/395822877920695,JOW,SharedVideo,,,"01/21/2020 06:12:10 AM"," ",29344,29344,0,29686,29686,0,861,668,753,2,2,18656,18013,0,0,627,0,0,0,0,5547,5547,0,0,0,114389,,210,13,,,210,14,,,667,,,,752,,,1,1,,,1,1,,
110764313093221_395322901304026,https://www.facebook.com/jowradio/posts/395322901304026,"كريم صاحب أشهر محل لبيع الكبدة في القصبة شاهدوا معانا 😍🌯",Video,,,"01/20/2020 06:53:47 AM"," ",1029540,1029540,0,1090299,1090299,0,92076,74571,100224,27,27,159613,152921,0,0,16406,47228,47228,0,0,414669,428978,0,0,25611,202111,1491,22522,2507,,1555,22522,3634,,17668,68930,,,18820,81381,,,14,13,,,14,13,,
110764313093221_394386084731041,https://www.facebook.com/jowradio/posts/394386084731041,"أسمعوا تدخل المحامي  في قضية إحدى مستمعينا اللي هاجر و الزوجة ديالو دارتلو الخلع
____________________
المحامي : أ. ماموني أمين 
#SERREKFIJOW #JOW #RADIO #حكايات #مجتمع",Video,,,"01/19/2020 11:21:36 AM"," ",83710,83710,0,84831,84831,0,4017,3376,3991,5,5,43041,40520,0,0,1787,303,315,0,0,29886,30254,0,0,20740,598079,18,678,42,,19,687,58,,829,2738,,,871,3120,,,2,3,,,2,3,,
110764313093221_394364024733247,https://www.facebook.com/jowradio/posts/394364024733247,"أسمعوا تدخل الأخصائية النفسية في قضية إحدى مستمعاتنا، اللي تعييش ظروف قاسية 

🔴 عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
______________________
الطبيبة النفسانية: مخلوفي هدى
#SERREKFIJOW  #JOW #RADIO #حكايات #مجتمع",Video,,,"01/18/2020 01:00:01 PM"," ",56006,56006,0,58980,58980,0,2279,1897,2282,3,3,28068,26002,0,0,1169,197,197,0,0,15913,17156,0,0,13282,562665,11,422,20,,13,439,25,,596,1464,,,639,1643,,,2,1,,,2,1,,
110764313093221_394199451416371,https://www.facebook.com/jowradio/posts/394199451416371,"في ذكرى استشهاد البطل ديدوش مراد ( 18 جانفي 55)  .. أول قائد منطقة يسقط في ساحة الشرف ..",Video,,,"01/18/2020 02:37:54 AM"," ",53451,53451,0,57719,57719,0,2204,1254,1498,4,4,28795,26471,0,0,1100,1122,1145,0,0,10774,10927,0,0,7209,112639,192,1006,83,,193,1049,94,,395,990,,,401,1097,,,2,2,,,2,2,,
110764313093221_393924884777161,https://www.facebook.com/jowradio/posts/393924884777161,"محمد بودية ..تشي غيفارا الجزائري  والمناضل العالمي الذي اغتاله الموساد الإسرائيلي ... تعرف على أبرز عملياته دعما لفلسطين والتي أرعبت إسرائيل في أوربا وعلاقته بكارلوس الثلعب وتأثيره على فرقة ناس الغيوان ..",Video,,,"01/17/2020 12:31:01 PM"," ",131608,131608,0,129314,129314,0,6584,4913,5947,9,9,59725,57874,0,0,2884,4196,4257,0,0,35060,36453,0,0,14819,171754,568,1917,109,,616,1931,168,,961,4275,,,1029,4918,,,4,5,,,4,5,,
110764313093221_393037208199262,https://www.facebook.com/jowradio/posts/393037208199262,"في ذكرى استشهاد البطل ديدوش مراد ( 18 جانفي 55)  .. أول قائد منطقة يسقط في ساحة الشرف ..",Video,,,"01/17/2020 05:28:54 AM"," ",67050,67050,0,69694,69694,0,3164,1763,2164,1,1,28681,26816,0,0,1414,1748,1748,0,0,13310,13712,0,0,8116,112639,324,1558,141,,336,1624,161,,362,1543,1,,389,1774,1,,1,,,,1,,,
110764313093221_393100404859609,https://www.facebook.com/jowradio/posts/393100404859609,"شاهدوا معنا قصة مراد صاحب محل حمص double زيت بالحراش",Video,,,"01/16/2020 07:00:12 AM"," ",126996,126996,0,129353,129353,0,6978,5334,6277,4,4,69236,66238,0,0,3504,2823,2823,0,0,48672,48672,0,0,16867,190634,91,1882,117,,94,2001,150,,969,4578,,,1023,5254,,,2,2,,,2,2,,
110764313093221_393126544856995,https://www.facebook.com/jowradio/posts/393126544856995,"وفاة الفنانة ماجدة الصباحي التي أدت دور  &quot;جميلة بوحيرد&quot; في فيلم &quot;جميلة &quot; ليوسف شاهين",Photo,,,"01/16/2020 05:37:15 AM"," ",41330,41330,0,42462,42462,0,1320,654,736,4,4,26064,24988,0,0,890,0,0,0,0,0,0,0,0,0,0,13,726,43,,13,740,46,,,489,,188,,550,,186,2,2,,,2,2,,
110764313093221_392696431566673,https://www.facebook.com/jowradio/posts/392696431566673,"جعفر قاسم يكشف أسباب  عدم عرض &quot;عاشور العاشر&quot; هذا الموسم 
___________________
#LDTH #JOW #RADIO",Video,,,"01/16/2020 02:59:24 AM"," ",133930,133930,0,143220,143220,0,10842,9831,12555,21,22,63769,59635,0,0,6149,4120,4150,0,0,48141,50766,0,0,25635,265705,60,1818,61,,62,1837,81,,2954,7905,,,3067,9488,,,7,15,,,7,14,,
110764313093221_392731978229785,https://www.facebook.com/jowradio/posts/392731978229785,"مراد هوفمان .. المفكر الألماني المسلم  الذي تأثر بالثورة الجزائرية وأثر فيه سلوك سائق جزائري إبان الثورة ..تعرف على قصة اسلامه",Video,,,"01/15/2020 11:33:51 PM"," ",28853,28853,0,29511,29511,0,1028,646,802,3,3,14298,13423,0,0,538,740,740,0,0,6320,6471,0,0,7040,87786,91,367,8,,91,391,10,,268,468,,,277,525,,,1,2,,,1,2,,
110764313093221_392663151570001,https://www.facebook.com/jowradio/posts/392663151570001,"إكتشفوا قصة هاذ الشاب ...الفريدة من نوعها ! 
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
_______________________
#SERREKFIJOW #JOW #RADIO",Video,,,"01/15/2020 01:04:43 PM"," ",379857,379857,0,389068,389068,0,34429,32279,45653,68,68,118688,108396,0,0,10181,17449,18258,0,0,133654,145662,0,0,64772,613310,301,3961,599,,326,4378,775,,10057,24522,,,11107,34545,,,24,44,,,24,44,,
110764313093221_392497988253184,https://www.facebook.com/jowradio/posts/392497988253184,"&quot; الطيارة الصفرا ... حبسي  ما تضربيش &quot; تعرفوا على القصة الحقيقية لهذه الأغنية الثورية 😢 
#وراء_كل_أغنية_قصة",Video,,,"01/15/2020 09:00:32 AM"," ",167562,167562,0,168485,168485,0,9265,7085,8986,8,9,59121,57258,0,0,3482,6561,6561,0,0,57475,58370,0,0,10786,86549,559,2863,141,,587,2915,172,,1396,6558,,,1566,7419,,,5,4,,,4,4,,
110764313093221_392497228253260,https://www.facebook.com/jowradio/posts/392497228253260,"تعرفوا على قصة نجاح &quot;فاطمة ميلاني&quot; مديرة تطوير الأعمال في شركة &quot;غوغل&quot;",Video,,,"01/15/2020 07:51:34 AM"," ",108337,108337,0,107374,107374,0,6195,4935,6066,10,10,57219,53740,0,0,3350,877,877,0,0,46282,48849,0,0,18669,308863,159,1547,89,,165,1588,108,,1251,4203,,,1319,4747,,,5,5,,,5,5,,
110764313093221_391918038311179,https://www.facebook.com/jowradio/posts/391918038311179,"🔴 ضيف حصة اليوم، هو المخرج جعفر قاسم 🔥
⁦⬅️⁩ راه يقدمنا كل التفاصيل حول عاشور العاشر 😍💯
__________________
أسمعونا من 21سا-00:00
على : www.jow.radio
#LDTH",Photo,,,"01/14/2020 11:13:28 AM"," ",41134,41134,0,42871,42871,0,1537,1155,1388,10,10,27162,26122,0,0,1121,0,0,0,0,0,0,0,0,0,0,2,474,32,,2,475,39,,,747,291,234,,855,297,236,8,2,,,8,2,,
110764313093221_391823208320662,https://www.facebook.com/jowradio/posts/391823208320662,"في ذكرى وفاة مؤسس المنظمة الخاصة L'OS محمد بلوزداد ... تعرف أكثر على هذا الشاب البطل في هذا الفيديو",SharedVideo,,,"01/14/2020 08:15:30 AM"," ",56798,56798,0,56778,56778,0,1404,980,1086,3,3,36648,36309,0,0,969,0,0,0,0,7473,7473,0,0,0,92735,,504,21,,,505,26,,,980,,,,1086,,,1,2,,,1,2,,
110764313093221_391670308335952,https://www.facebook.com/jowradio/posts/391670308335952,"مراد هوفمان .. المفكر الألماني المسلم  الذي تأثر بالثورة الجزائرية وأثر فيه سلوك سائق جزائري إبان الثورة ..تعرف على قصة اسلامه",Video,,,"01/14/2020 04:00:24 AM"," ",185892,185892,0,197517,197517,0,9848,6628,8282,21,21,72408,69360,0,0,3757,8104,8358,0,0,52880,55000,0,0,10316,87786,1117,3821,234,,1235,3870,262,,1554,5907,,,1607,6673,,,4,17,,,4,17,,
110764313093221_391139501722366,https://www.facebook.com/jowradio/posts/391139501722366,"في ذكرى وفاة مؤسس  المنظمة الخاصة L'OS محمد بلوزداد ... تعرف أكثر على هذا الشاب البطل في هذا الفيديو",Video,,,"01/13/2020 08:52:42 AM"," ",414221,414221,0,452164,452164,0,25843,16272,21340,24,24,105742,103903,0,0,6745,20328,20328,0,0,118691,127565,0,0,10003,92735,3014,10855,909,,3170,12139,1200,,2823,15037,,,3075,18256,,,8,16,,,8,16,,
110764313093221_390574721778844,https://www.facebook.com/jowradio/posts/390574721778844,"شاهدوا معانا القصة الأليمة تاع هاذ المستمعة، اللي تعيش ظروف قاسية مع زوجها...

🔴 و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"01/12/2020 02:55:57 PM"," ",204077,204077,0,207160,207160,0,17269,15930,21437,44,44,98892,97614,0,0,7110,6041,6041,0,0,69754,72047,0,0,42646,562879,94,2313,239,,109,2532,343,,3122,13687,,,3383,18049,,,19,25,,,19,25,,
110764313093221_390162891820027,https://www.facebook.com/jowradio/posts/390162891820027,"أشياء كثيرة متعرفوهاش على البطل توفيق مخلوفي  ... شاهدو هذا Quizz",Video,,,"01/12/2020 05:00:41 AM"," ",190913,190913,0,194314,194314,0,9654,6499,7769,11,11,62653,61233,0,0,3555,2398,2434,0,0,62236,63288,0,0,16284,292073,85,4160,75,,87,4160,85,,987,6016,,,1022,6747,,,6,5,,,6,5,,
110764313093221_390137458489237,https://www.facebook.com/jowradio/posts/390137458489237,"حمودة بن ساعي وصفه بن نبي بالرجل &quot; المثالي الحالم &quot; .. تعرفو على قصة هذا المثقف الجزائري المنسي الذي عاش الغربة والفاقة في بلاده  حتى وفاته",Video,,,"01/12/2020 02:33:44 AM"," ",128703,128703,0,130962,130962,0,3996,2511,3048,7,7,26172,24992,0,0,1048,2158,2254,0,0,35864,36329,0,0,9581,154389,313,1634,41,,323,1702,46,,543,2167,,,561,2487,,,4,3,,,4,3,,
110764313093221_389650835204566,https://www.facebook.com/jowradio/posts/389650835204566,"بمناسبة رأس السنة الأمازيغية لعام 2970 🎊🥳 جو راديو تتمنى لكم عاما سعيدا   ❤
أَسُقَّاسْ أَمَقَّاسْ",Status,,,"01/11/2020 10:16:11 AM"," ",60920,60920,0,62315,62315,0,2354,1360,1536,21,21,39424,38013,0,0,1639,0,0,0,0,0,0,0,0,0,0,2,1251,187,,2,1251,305,,,1360,,4,,1532,,4,15,6,,,15,6,,
110764313093221_389628348540148,https://www.facebook.com/jowradio/posts/389628348540148,"حكيم الأندلس الأمازيغي وعالمها  … تعرف على قصة عباس بن فرناس أول من حاول الطيران في التاريخ",Video,,,"01/11/2020 09:39:57 AM"," ",1346421,1346421,0,1484616,1484616,0,56180,44934,53248,48,48,94418,90771,0,0,6377,50165,50165,0,0,340588,364645,0,0,9471,107754,3975,13804,1145,,4158,14270,2070,,5687,43425,2,,5789,47450,3,,35,13,,,35,13,,
110764313093221_388990708603912,https://www.facebook.com/jowradio/posts/388990708603912,"من لاعب منبوذ بسبب نحافة جسمه  إلى أحد أفضل اللاعبين في إفريقيا والعالم .. تعرف على قصة كفاح رياض محرز",Video,,,"01/11/2020 04:00:16 AM"," ",125971,125971,0,129137,129137,0,7287,4299,5262,6,6,37572,36173,0,0,2454,5197,5197,0,0,43523,43523,0,0,16076,146474,168,3225,36,,180,3353,42,,977,3893,,,1051,4211,,,3,3,,,3,3,,
110764313093221_388853958617587,https://www.facebook.com/jowradio/posts/388853958617587,"بول روبير صاحب المعجم  الفرنسي  الشهير الذي ولد بالشلف وترعرع في أسرة جزائرية  ..تعرف على قصته في هذا الفيديو",Video,,,"01/11/2020 01:00:47 AM"," ",115357,115357,0,118238,118238,0,3739,2765,3405,6,6,24328,23560,0,0,926,4504,4504,0,0,29390,29719,0,0,7952,72789,278,1131,34,,298,1150,43,,613,2514,,,649,2756,,,4,2,,,4,2,,
110764313093221_389004925269157,https://www.facebook.com/jowradio/posts/389004925269157,"كارل ماركس زار الجزائر  العاصمة وأقام فيها 72 يوما .. تعرف على سبب الزيارة في هذا الفيديو ..",Video,,,"01/10/2020 01:57:10 PM"," ",1442401,1442401,0,1457514,1457514,0,43869,41007,48786,46,46,29413,27723,0,0,1547,92807,95751,0,0,439207,460809,0,0,13671,94271,517,2997,112,,534,3018,134,,6360,39075,,,6410,42373,,,21,25,,,21,25,,
110764313093221_388961018606881,https://www.facebook.com/jowradio/posts/388961018606881,JOW,Photo,,,"01/10/2020 12:29:27 PM"," ",19994,19994,0,19850,19850,0,502,423,465,3,3,11722,11340,0,0,307,0,0,0,0,0,0,0,0,0,0,,95,5,,,95,8,,,322,14,92,,359,15,91,3,,,,3,,,
110764313093221_388909105278739,https://www.facebook.com/jowradio/posts/388909105278739,"ماتراطيوش جديد ليندا بلوز حصريا على جو راديو اليوم إبتداءا من الساعة التاسعة ليلا
#instajow 21h - 23h",SharedVideo,,,"01/10/2020 10:50:11 AM"," ",13571,13571,0,13550,13550,0,607,507,605,2,2,7989,7693,0,0,403,0,0,0,0,2138,2217,0,0,0,27840,,105,4,,,109,5,,,506,,,,604,,,,2,,,,2,,
110764313093221_388856285284021,https://www.facebook.com/jowradio/posts/388856285284021,"&quot; تميوثي ليري&quot; عالم النفس غريب الأطوار وملك عقار LSD … حين لجأ أخطر رجل في أمريكا  إلى الجزائر .. تعرف على القصة الكاملة",Video,,,"01/10/2020 09:15:27 AM"," ",65451,65451,0,68834,68834,0,3407,2784,3532,6,6,37643,35476,0,0,1943,3140,3166,0,0,16984,17450,0,0,12727,115626,132,642,42,,141,646,63,,779,2382,,,803,2729,,,3,3,,,3,3,,
110764313093221_388225582013758,https://www.facebook.com/jowradio/posts/388225582013758,"تعرف على قصة عودة نجم إفريقيا من بعيد",SharedVideo,,,"01/09/2020 12:30:47 PM"," ",15101,15101,0,14876,14876,0,493,355,410,2,2,8540,8313,0,0,301,0,0,0,0,2437,2564,0,0,0,157354,,147,6,,,147,7,,,355,,,,410,,,2,,,,2,,,
110764313093221_387399265429723,https://www.facebook.com/jowradio/posts/387399265429723,"جمال بلماضي &quot;سبيشل وان إفريقيا &quot;.. مدرب يترك أثره ويصنع النجاح أينما حلّ  

 تعرف على قصته في هذا الفيديو",Video,,,"01/09/2020 07:00:24 AM"," ",161008,161008,0,162025,162025,0,9572,4408,5638,9,9,31491,29965,0,0,2357,5721,5721,0,0,47192,47939,0,0,12991,133866,295,5530,101,,296,5676,131,,929,4061,1,,978,4659,1,,3,6,,,3,6,,
110764313093221_387864802049836,https://www.facebook.com/jowradio/posts/387864802049836,"ستانلي في Quizz راك زعفان و لا فرحان 😅😍 ماتراطيوش",Video,,,"01/09/2020 03:00:06 AM"," ",481183,481183,0,491483,491543,0,31821,27879,38258,29,30,88207,86578,0,0,7208,3968,4022,0,0,179081,179081,0,0,21711,371647,46,5977,265,,46,6134,334,,5576,25922,,,5721,32539,,,17,13,,,16,13,,
110764313093221_387398815429768,https://www.facebook.com/jowradio/posts/387398815429768,"هكذا يحافظ الأخوان فاروق و غزال على هذه الحرفة من الإندثار ... شاهد الفيديو",Video,,,"01/08/2020 11:00:41 PM"," ",28547,28547,0,29557,29557,0,1440,998,1175,2,2,14606,14322,0,0,750,449,453,0,0,9724,9815,0,0,11959,225215,37,507,11,,37,520,13,,390,700,,,388,787,,,,2,,,,2,,
110764313093221_387523215417328,https://www.facebook.com/jowradio/posts/387523215417328,"تبعوا و ضحكوا مع نسيم حدوش، ورمزي زانغا كرايزي🤣
#LDTH",Video,,,"01/08/2020 01:01:34 PM"," ",225549,225549,0,229960,229960,0,15064,13210,16965,33,33,103909,99108,0,0,6801,4716,4716,0,0,77746,82550,0,0,31752,424469,150,2843,124,,163,2966,135,,4764,9839,,,4990,11975,,,17,16,,,17,16,,
110764313093221_387376298765353,https://www.facebook.com/jowradio/posts/387376298765353,"جمال بلماضي &quot;سبيشل وان إفريقيا &quot;.. مدرب يترك أثره ويصنع النجاح أينما حلّ  

 تعرف على قصته في هذا الفيديو",Video,,,"01/08/2020 08:24:29 AM"," ",3805155,3805155,0,4058437,4058437,0,224099,150386,181359,139,140,104021,97667,0,0,10577,233679,237685,0,0,1489179,1544400,0,0,19164,133866,7340,81543,2127,,7885,85486,2495,,22869,142635,,,24530,156821,,,60,80,,,60,80,,
110764313093221_387314732104843,https://www.facebook.com/jowradio/posts/387314732104843,"هكذا يحافظ الأخوان فاروق و غزال على هذه الحرفة من الإندثار",Video,,,"01/08/2020 07:00:06 AM"," ",162776,162776,0,162391,162391,0,7924,6150,7943,11,11,75452,73609,0,0,3708,3205,3205,0,0,59401,61411,0,0,13547,225215,213,2598,127,,240,2758,167,,1247,5529,,,1379,6564,,,4,7,,,4,7,,
110764313093221_387155328787450,https://www.facebook.com/jowradio/posts/387155328787450,"من لاعب منبوذ بسبب نحافة جسمه  إلى أحد أفضل اللاعبين في إفريقيا والعالم .. تعرف على قصة كفاح رياض محرز",Video,,,"01/08/2020 02:00:06 AM"," ",4189375,4189375,0,4465803,4465956,0,267465,202993,254419,158,164,104839,100258,0,0,11312,275401,277330,0,0,1670955,1746909,0,0,24674,146474,5495,73985,969,,5678,75134,1203,,42595,192005,,,43616,210795,,,86,78,,,85,77,,
110764313093221_386884742147842,https://www.facebook.com/jowradio/posts/386884742147842,"&quot; قافلة نحو بغداد caravan to baghdad &quot; ... حين تضامن ودافع حميد بارودي عن العراق في حرب الخليج الثانية ... تعرفوا على قضة هذه الأغنية 

#وراء_كل_أغنية_قصة
Hamid Baroudi",Video,,,"01/08/2020 12:00:56 AM"," ",113315,113315,0,117790,117790,0,9244,7160,8647,9,9,22393,21718,0,0,1956,6822,6822,0,0,34179,36035,0,0,11986,73386,268,2389,71,,278,2410,99,,1580,6476,,,1769,6877,,,4,5,,,4,5,,
110764313093221_386858892150427,https://www.facebook.com/jowradio/posts/386858892150427,"يوسف بلايلي  افضل لاعب داخل القارة الإفريقية عام 2019  ... تعرف على قصة صعود هذا النجم ..",Video,,,"01/07/2020 01:48:27 PM"," ",2399465,2399465,0,2609532,2609532,0,142342,109176,137836,94,100,164431,151957,0,0,15115,100757,102627,0,0,865862,896623,0,0,28084,245503,4196,42720,801,,4261,43686,980,,24113,95205,,,26558,111273,,,40,60,,,39,60,,
110764313093221_386836195486030,https://www.facebook.com/jowradio/posts/386836195486030,"تعرفوه القط اللي في عمرو 25 سنة؟🤣😂😂
⬅️رانا على المباشر: www.jow.radio
#LDTH",Video,,,"01/07/2020 01:01:38 PM"," ",128232,128232,0,130054,130054,0,8192,7435,9272,18,18,34064,33072,0,0,2385,4655,4740,0,0,50150,50753,0,0,18415,146122,35,1068,61,,35,1109,67,,1900,6354,64,,2001,7204,66,,12,6,,,12,6,,
110764313093221_386744005495249,https://www.facebook.com/jowradio/posts/386744005495249,"ما تراطيوش حصة اليوم مع الممثل نبيل عسلي 🔥🤩
⁦⬅️⁩ أسمعونا من 21سا-23سا
⁦▶️⁩www.jow.radio
#LDTH",Photo,,,"01/07/2020 09:58:23 AM"," ",21832,21832,0,21421,21421,0,543,366,420,1,1,12781,12650,0,0,400,0,0,0,0,0,0,0,0,0,0,1,190,13,,1,190,17,,,194,91,107,,219,96,105,1,,,,1,,,
110764313093221_386742745495375,https://www.facebook.com/jowradio/posts/386742745495375:0,"ماتراطيوش حصة اليوم مع الممثل نبيل عسلي
ليوم تتخلط يا خويا 🤣🤩🔥
@nabil.aslii
 #LDTH
______________________________________
أسمعونا من 21سا-23سا 
على : www.jow.radio",Photo,,,"01/07/2020 09:56:02 AM"," ",37093,37093,0,36292,36292,0,1408,1161,1379,4,4,22409,22697,0,0,1011,0,0,0,0,0,0,0,0,0,0,,354,41,,,369,50,,,671,184,406,,776,190,413,3,1,,,3,1,,
110764313093221_386507735518876,https://www.facebook.com/jowradio/posts/386507735518876,"بول روبير صاحب المعجم  الفرنسي  الشهير الذي ولد بالشلف وترعرع في أسرة جزائرية  ..تعرف على قصته في هذا الفيديو",Video,,,"01/07/2020 03:12:06 AM"," ",1714192,1714192,0,1814240,1814240,0,75419,57366,72017,75,76,86222,82273,0,0,5805,129345,136611,0,0,669049,683930,0,0,12148,72789,7189,18813,560,,7673,19554,715,,10462,53794,,,11125,60887,,,32,44,,,32,44,,
110764313093221_386495462186770,https://www.facebook.com/jowradio/posts/386495462186770,"حصة اليوم موجهة أساساً لأصحاب المشاريع التجارية، سواءً كانو في مرحلة الفكرة، الإطلاق أو النمو.

للحديث عن هذا الموضوع، فريق سيلابس يستقبل زاكي منتوري، المدير التنفيذي لشركة إيزي رولي، المختصة في التوصيل و التي تضمكزبائن أكبر منصات البيع الإلكتروني في الجزائر.

كما جرت العادة، نستقبل أيضاً خلال عدد اليوم نادي علمي من المدرسة العليا للدراسات التجارية بالقليعة، للحديث عن نشاطات النادي وطموحاته. 

كونو في الموعد، اليوم على الساعة السادسة مساءً، على جو راديو. 
اسمعونا على: www.jow.radio",Photo,,,"01/07/2020 02:47:26 AM"," ",23544,23544,0,23391,23391,0,354,251,277,2,2,14101,13750,0,0,273,0,0,0,0,0,0,0,0,0,0,1,110,6,,1,110,6,,,113,13,141,,122,13,142,,2,,,,2,,
110764313093221_385435555626094,https://www.facebook.com/jowradio/posts/385435555626094,"إكتشفوا القصة تاع هاذ المستمعة اللي الأب ديالها رغم عليها الزواج ب...
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"01/06/2020 01:00:02 PM"," ",102434,102434,0,108746,108746,0,6674,6170,8185,23,23,66704,62811,0,0,3708,829,829,0,0,38264,40296,0,0,22995,583742,28,794,157,,28,824,242,,1202,5544,,,1307,6878,,,15,8,,,15,8,,
110764313093221_385843375585312,https://www.facebook.com/jowradio/posts/385843375585312,"&quot; قافلة نحو بغداد caravan to baghdad &quot; ... حين تضامن ودافع حميد بارودي عن العراق في حرب الخليج الثانية ... تعرفوا على قضة هذه الأغنية 

#وراء_كل_أغنية_قصة
Hamid Baroudi",Video,,,"01/06/2020 07:00:06 AM"," ",2068808,2068808,0,2414634,2414634,0,198059,178531,229956,217,211,119726,114467,0,0,14842,192259,195305,0,0,772264,840436,0,0,15054,73386,6495,30788,2022,,7198,33838,2598,,35296,167798,2,,37645,192300,2,,84,127,,,85,129,,
110764313093221_385809365588713,https://www.facebook.com/jowradio/posts/385809365588713,"كارل ماركس زار الجزائر  العاصمة وأقام فيها 72 يوما .. تعرف على سبب الزيارة في هذا الفيديو ..",Video,,,"01/06/2020 03:21:33 AM"," ",2381420,2381420,0,2455537,2455373,0,100219,84886,107603,114,116,76565,74233,0,0,6521,220698,223259,0,0,795427,830603,0,0,17267,94271,4127,17252,599,,4324,17746,773,,14026,80613,2,,14644,92954,2,,64,52,,,64,52,,
